Domain,Area,Element,Item,Year,Production_Unit,Production_Value,Flag,Flag Description
Crops,Cambodia,Area harvested,"Rice, paddy",2002,ha,1994645.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2003,ha,2242036.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2004,ha,2109050.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2005,ha,2414500.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2006,ha,2516415.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2007,ha,2566000.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2008,ha,2613363.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2009,ha,2674603.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2010,ha,2776507.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2011,ha,2968529.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2012,ha,3007545.0,,Official data
Crops,Cambodia,Area harvested,"Rice, paddy",2013,ha,2962949.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2014,ha,2893511.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2015,ha,2788782.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2016,ha,2920981.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2017,ha,2966487.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Area harvested,"Rice, paddy",2018,ha,2981680.0,Im,FAO data based on imputation methodology
Crops,Cambodia,Production,"Rice, paddy",2000,tonnes,4026092.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2001,tonnes,4099016.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2002,tonnes,3822509.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2003,tonnes,4710957.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2004,tonnes,4170284.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2005,tonnes,5986200.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2006,tonnes,6264123.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2007,tonnes,6727000.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2008,tonnes,7175473.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2009,tonnes,7585870.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2010,tonnes,8245320.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2011,tonnes,8779000.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2012,tonnes,9290940.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2013,tonnes,9390000.0,,Official data
Crops,Cambodia,Production,"Rice, paddy",2014,tonnes,9324000.0,*,Unofficial figure
Crops,Cambodia,Production,"Rice, paddy",2015,tonnes,9335000.0,*,Unofficial figure
Crops,Cambodia,Production,"Rice, paddy",2016,tonnes,9952000.0,*,Unofficial figure
Crops,Cambodia,Production,"Rice, paddy",2017,tonnes,10350000.0,*,Unofficial figure
Crops,Cambodia,Production,"Rice, paddy",2018,tonnes,10647212.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Area harvested,Bananas,2000,ha,73539.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2001,ha,76923.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2002,ha,74751.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2003,ha,85690.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2004,ha,95434.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2005,ha,101465.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2006,ha,94144.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2007,ha,98143.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2008,ha,107791.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2009,ha,119018.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2010,ha,101276.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2011,ha,104156.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2012,ha,103158.0,,Official data
Crops,Indonesia,Area harvested,Bananas,2013,ha,105237.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Area harvested,Bananas,2014,ha,114000.0,F,FAO estimate
Crops,Indonesia,Area harvested,Bananas,2015,ha,158000.0,F,FAO estimate
Crops,Indonesia,Area harvested,Bananas,2016,ha,117000.0,F,FAO estimate
Crops,Indonesia,Area harvested,Bananas,2017,ha,119000.0,F,FAO estimate
Crops,Indonesia,Area harvested,Bananas,2018,ha,120408.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Bananas,2000,tonnes,3746962.0,,Official data
Crops,Indonesia,Production,Bananas,2001,tonnes,4300422.0,,Official data
Crops,Indonesia,Production,Bananas,2002,tonnes,4384384.0,,Official data
Crops,Indonesia,Production,Bananas,2003,tonnes,4177155.0,,Official data
Crops,Indonesia,Production,Bananas,2004,tonnes,4874439.0,,Official data
Crops,Indonesia,Production,Bananas,2005,tonnes,5177607.0,,Official data
Crops,Indonesia,Production,Bananas,2006,tonnes,5037472.0,,Official data
Crops,Indonesia,Production,Bananas,2007,tonnes,5454226.0,,Official data
Crops,Indonesia,Production,Bananas,2008,tonnes,6004615.0,,Official data
Crops,Indonesia,Production,Bananas,2009,tonnes,6373533.0,,Official data
Crops,Indonesia,Production,Bananas,2010,tonnes,5755073.0,,Official data
Crops,Indonesia,Production,Bananas,2011,tonnes,6132695.0,,Official data
Crops,Indonesia,Production,Bananas,2012,tonnes,6189052.0,,Official data
Crops,Indonesia,Production,Bananas,2013,tonnes,6279290.0,,Official data
Crops,Indonesia,Production,Bananas,2014,tonnes,6862568.0,,Official data
Crops,Indonesia,Production,Bananas,2015,tonnes,9496058.0,,Official data
Crops,Indonesia,Production,Bananas,2016,tonnes,7007125.0,,Official data
Crops,Indonesia,Production,Bananas,2017,tonnes,7162685.0,,Official data
Crops,Indonesia,Production,Bananas,2018,tonnes,7264383.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2000,ha,1284000.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2001,ha,1317900.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2002,ha,1276533.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2003,ha,1244540.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2004,ha,1255805.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2005,ha,1213460.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2006,ha,1227459.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2007,ha,1201481.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2008,ha,1193319.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2009,ha,1175666.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2010,ha,1183047.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2011,ha,1184696.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2012,ha,1129688.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2013,ha,1065752.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2014,ha,1003494.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2015,ha,949916.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2016,ha,822744.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2017,ha,772975.0,,Official data
Crops,Indonesia,Area harvested,Cassava,2018,ha,697384.0,,Official data
Crops,Indonesia,Production,Cassava,2000,tonnes,16089100.0,,Official data
Crops,Indonesia,Production,Cassava,2001,tonnes,17054600.0,,Official data
Crops,Indonesia,Production,Cassava,2002,tonnes,16912900.0,,Official data
Crops,Indonesia,Production,Cassava,2003,tonnes,18523800.0,,Official data
Crops,Indonesia,Production,Cassava,2004,tonnes,19424708.0,,Official data
Crops,Indonesia,Production,Cassava,2005,tonnes,19321200.0,,Official data
Crops,Indonesia,Production,Cassava,2006,tonnes,19986640.0,,Official data
Crops,Indonesia,Production,Cassava,2007,tonnes,19988058.0,,Official data
Crops,Indonesia,Production,Cassava,2008,tonnes,21593052.0,,Official data
Crops,Indonesia,Production,Cassava,2009,tonnes,22039148.0,,Official data
Crops,Indonesia,Production,Cassava,2010,tonnes,23918118.0,,Official data
Crops,Indonesia,Production,Cassava,2011,tonnes,24044024.0,,Official data
Crops,Indonesia,Production,Cassava,2012,tonnes,24177372.0,,Official data
Crops,Indonesia,Production,Cassava,2013,tonnes,23936920.0,,Official data
Crops,Indonesia,Production,Cassava,2014,tonnes,23436384.0,,Official data
Crops,Indonesia,Production,Cassava,2015,tonnes,21801415.0,,Official data
Crops,Indonesia,Production,Cassava,2016,tonnes,20260675.0,,Official data
Crops,Indonesia,Production,Cassava,2017,tonnes,19053748.0,,Official data
Crops,Indonesia,Production,Cassava,2018,tonnes,16119020.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2000,ha,9981.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2001,ha,9279.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2002,ha,7923.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2003,ha,6345.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2004,ha,4930.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2005,ha,3280.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2006,ha,3107.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2007,ha,2690.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2008,ha,1922.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2009,ha,2293.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2010,ha,1816.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2011,ha,1828.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2012,ha,2632.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2013,ha,2479.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2014,ha,1913.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2015,ha,2563.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2016,ha,2407.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2017,ha,2146.0,,Official data
Crops,Indonesia,Area harvested,Garlic,2018,ha,5013.0,,Official data
Crops,Indonesia,Production,Garlic,2000,tonnes,59008.0,,Official data
Crops,Indonesia,Production,Garlic,2001,tonnes,49573.0,,Official data
Crops,Indonesia,Production,Garlic,2002,tonnes,46393.0,,Official data
Crops,Indonesia,Production,Garlic,2003,tonnes,38957.0,,Official data
Crops,Indonesia,Production,Garlic,2004,tonnes,28851.0,,Official data
Crops,Indonesia,Production,Garlic,2005,tonnes,20733.0,,Official data
Crops,Indonesia,Production,Garlic,2006,tonnes,21051.0,,Official data
Crops,Indonesia,Production,Garlic,2007,tonnes,17313.0,,Official data
Crops,Indonesia,Production,Garlic,2008,tonnes,12339.0,,Official data
Crops,Indonesia,Production,Garlic,2009,tonnes,15419.0,,Official data
Crops,Indonesia,Production,Garlic,2010,tonnes,12295.0,,Official data
Crops,Indonesia,Production,Garlic,2011,tonnes,14749.0,,Official data
Crops,Indonesia,Production,Garlic,2012,tonnes,17638.0,,Official data
Crops,Indonesia,Production,Garlic,2013,tonnes,15766.0,,Official data
Crops,Indonesia,Production,Garlic,2014,tonnes,16894.0,,Official data
Crops,Indonesia,Production,Garlic,2015,tonnes,20295.0,,Official data
Crops,Indonesia,Production,Garlic,2016,tonnes,21150.0,,Official data
Crops,Indonesia,Production,Garlic,2017,tonnes,19513.0,,Official data
Crops,Indonesia,Production,Garlic,2018,tonnes,39302.0,,Official data
Crops,Indonesia,Area harvested,Maize,2000,ha,3500000.0,,Official data
Crops,Indonesia,Area harvested,Maize,2001,ha,3285900.0,,Official data
Crops,Indonesia,Area harvested,Maize,2002,ha,3126830.0,,Official data
Crops,Indonesia,Area harvested,Maize,2003,ha,3358511.0,,Official data
Crops,Indonesia,Area harvested,Maize,2004,ha,3356914.0,,Official data
Crops,Indonesia,Area harvested,Maize,2005,ha,3625987.0,,Official data
Crops,Indonesia,Area harvested,Maize,2006,ha,3345805.0,,Official data
Crops,Indonesia,Area harvested,Maize,2007,ha,3630324.0,,Official data
Crops,Indonesia,Area harvested,Maize,2008,ha,4003313.0,,Official data
Crops,Indonesia,Area harvested,Maize,2009,ha,4160659.0,,Official data
Crops,Indonesia,Area harvested,Maize,2010,ha,4131676.0,,Official data
Crops,Indonesia,Area harvested,Maize,2011,ha,3864692.0,,Official data
Crops,Indonesia,Area harvested,Maize,2012,ha,3957595.0,,Official data
Crops,Indonesia,Area harvested,Maize,2013,ha,3821504.0,,Official data
Crops,Indonesia,Area harvested,Maize,2014,ha,3837019.0,,Official data
Crops,Indonesia,Area harvested,Maize,2015,ha,3787367.0,,Official data
Crops,Indonesia,Area harvested,Maize,2016,ha,4444369.0,,Official data
Crops,Indonesia,Area harvested,Maize,2017,ha,5533169.0,,Official data
Crops,Indonesia,Area harvested,Maize,2018,ha,5680360.0,,Official data
Crops,Indonesia,Production,Maize,2000,tonnes,9677000.0,,Official data
Crops,Indonesia,Production,Maize,2001,tonnes,9347200.0,,Official data
Crops,Indonesia,Production,Maize,2002,tonnes,9585277.0,,Official data
Crops,Indonesia,Production,Maize,2003,tonnes,10886442.0,,Official data
Crops,Indonesia,Production,Maize,2004,tonnes,11225243.0,,Official data
Crops,Indonesia,Production,Maize,2005,tonnes,12523894.0,,Official data
Crops,Indonesia,Production,Maize,2006,tonnes,11609463.0,,Official data
Crops,Indonesia,Production,Maize,2007,tonnes,13287527.0,,Official data
Crops,Indonesia,Production,Maize,2008,tonnes,16323922.0,,Official data
Crops,Indonesia,Production,Maize,2009,tonnes,17629740.0,,Official data
Crops,Indonesia,Production,Maize,2010,tonnes,18327636.0,,Official data
Crops,Indonesia,Production,Maize,2011,tonnes,17643250.0,,Official data
Crops,Indonesia,Production,Maize,2012,tonnes,19387022.0,,Official data
Crops,Indonesia,Production,Maize,2013,tonnes,18511853.0,,Official data
Crops,Indonesia,Production,Maize,2014,tonnes,19008426.0,,Official data
Crops,Indonesia,Production,Maize,2015,tonnes,19612435.0,,Official data
Crops,Indonesia,Production,Maize,2016,tonnes,23578413.0,,Official data
Crops,Indonesia,Production,Maize,2017,tonnes,28924015.0,,Official data
Crops,Indonesia,Production,Maize,2018,tonnes,30253938.0,,Official data
Crops,Indonesia,Area harvested,Oil palm fruit,2000,ha,2014000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2001,ha,2200000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2002,ha,2790000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2003,ha,3040000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2004,ha,3320000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2005,ha,3690000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2006,ha,4110000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2007,ha,4560000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2008,ha,4980000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2009,ha,5370000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2010,ha,5780000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2011,ha,6170000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2012,ha,6650000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2013,ha,7080000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2014,ha,8150000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2015,ha,8630000.0,*,Unofficial figure
Crops,Indonesia,Area harvested,Oil palm fruit,2016,ha,6781064.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Area harvested,Oil palm fruit,2017,ha,6720770.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Area harvested,Oil palm fruit,2018,ha,6777498.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Oil palm fruit,2000,tonnes,36380000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2001,tonnes,40950000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2002,tonnes,46800000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2003,tonnes,52600000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2004,tonnes,60425500.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2005,tonnes,74000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2006,tonnes,80250000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2007,tonnes,78000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2008,tonnes,85000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2009,tonnes,90000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2010,tonnes,97800000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2011,tonnes,105000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2012,tonnes,113000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2013,tonnes,120000000.0,F,FAO estimate
Crops,Indonesia,Production,Oil palm fruit,2014,tonnes,138701566.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Oil palm fruit,2015,tonnes,148708786.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Oil palm fruit,2016,tonnes,115962966.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Oil palm fruit,2017,tonnes,114617286.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Production,Oil palm fruit,2018,tonnes,115267491.0,Im,FAO data based on imputation methodology
Crops,Indonesia,Area harvested,"Onions, dry",2000,ha,84038.0,,Official data
Crops,Indonesia,Area harvested,"Onions, dry",2001,ha,82147.0,,Official data
Crops,Indonesia,Area harvested,"Onions, dry",2002,ha,79867.0,,Official data
Crops,Indonesia,Area harvested,"Onions, dry",2003,ha,88029.0,,Official data
Crops,Indonesia,Area harvested,"Onions, dry",2004,ha,88707.0,,Official data
