Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2012","2012","1000 US$","9","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2013","2013","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2014","2014","1000 US$","1","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2015","2015","1000 US$","105","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2016","2016","1000 US$","1804","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2017","2017","1000 US$","298","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","1062","Eggs, hen, in shell","2018","2018","1000 US$","776","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2008","2008","1000 US$","3","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2009","2009","1000 US$","41","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2010","2010","1000 US$","76","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2011","2011","1000 US$","58","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2012","2012","1000 US$","62","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2013","2013","1000 US$","17","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2014","2014","1000 US$","81","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2015","2015","1000 US$","53","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2016","2016","1000 US$","182","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2017","2017","1000 US$","685","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","406","Garlic","2018","2018","1000 US$","10","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2008","2008","1000 US$","28906","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2009","2009","1000 US$","14742","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2010","2010","1000 US$","11321","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2011","2011","1000 US$","9464","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2012","2012","1000 US$","19018","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2013","2013","1000 US$","10643","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2014","2014","1000 US$","13264","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2015","2015","1000 US$","56365","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2016","2016","1000 US$","5022","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2017","2017","1000 US$","1060","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","56","Maize","2018","2018","1000 US$","72937","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","867","Meat, cattle","2008","2008","1000 US$","6","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","867","Meat, cattle","2009","2009","1000 US$","7","","Official data"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","867","Meat, cattle","2010","2010","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","101","Indonesia","5922","Export Value","867","Meat, cattle","2011","2011","1000 US$","0","F","FAO estimate"
