Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","26","Brunei Darussalam","5510","Production","27","Rice, paddy","2016","2016","tonnes","1579","","Official data"
"QC","Crops","26","Brunei Darussalam","5510","Production","27","Rice, paddy","2017","2017","tonnes","1527","","Official data"
"QC","Crops","26","Brunei Darussalam","5510","Production","27","Rice, paddy","2018","2018","tonnes","1569","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2000","2000","ha","30726","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2001","2001","ha","34489","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2002","2002","ha","34500","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2003","2003","ha","33000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2004","2004","ha","32000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2005","2005","ha","29980","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2006","2006","ha","30000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2007","2007","ha","30000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2008","2008","ha","32000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2009","2009","ha","33000","F","FAO estimate"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2010","2010","ha","34726","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2011","2011","ha","31968","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2012","2012","ha","31075","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2013","2013","ha","30792","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2014","2014","ha","30664","Im","FAO data based on imputation methodology"
